"","Jurisdiction","Inspected","ObsWeather","FacilityID","AvgDischarge","ObsRecordDate","FlowContribution","FlowCondition","PersistentFlow","FlowConnectivity","IDIC","Priority","PrioritizationScore2022","Conductivity","FloatDischargeCFS","VolumeDischargeCFS","LastDischargeTrend","ScourWaterCondition","DissWaterCondition","Comments","TrashCondition","TrashLocation","SampleDry","SampleWet","OCFSLocation","MaintenanceIssue","PointY","PointX"
"289","Dana Point","Removed From Inventory",1,"L01-728-7 (L01S03)",0.147308,2023-06-06,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Not A Priority",,5618,0.07475,,"Below Average Discharge","Not present","Not present","maintenance issues: graffiti and sediment. access via rungs on channel. dangerous. DA1 key needed","Not Present (0 Items)",,,,,"Other - See Comments",33.46920039,-117.67964694
"290","Laguna Woods","Verified",1,"I01-11343-2 (I02P18)",0.007131,2023-05-18,"Small Fraction (<10%)","Flowing","Yes","Undetermined",,"Not A Priority",,7911,0.004,0.003,"Below Average Discharge","Not present","Not present","Turb is 18.7 NTU.  Snails; leaf litter in dissipator","Not Present (0 Items)",,"Yes",,,"Overgrown",33.61211013,-117.75397211
"291","Laguna Woods","Verified",1,"I01-11343-2 (I02P18)",0.007131,2023-08-03,"Small Fraction (<10%)","Flowing","Yes","Undetermined","None","Not A Priority",,4578,0.006,0.002,"Below Average Discharge","Not present","Yellow tint","Rattlesnakes","Sparse (<10 Items)","In flow path of outfall","Yes",,,"Overgrown",33.61211013,-117.75397211
"292","San Juan Capistrano","Verified",1,"L01-602-2",,2023-08-07,,"Pooled or Ponded","Yes",,,"Not A Priority",,,,,,"Not present","Not present","Pooled area next to outfall leads to flow. Flow toppled over a bank in a waterfall fashion into a flowing creek.","Not Present (0 Items)",,,,,,33.49828674,-117.65367681
"293","San Juan Capistrano","Verified",1,"L01-602-2",,2023-06-05,"Small Fraction (<10%)","Pooled or Ponded","Yes","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,8194,,,,"Not present","Not present","vegetation extremely overgrown. poison oak and stinging nettle abundant. outfall water is murky dark green and not flowing within outfall.","Not Present (0 Items)",,,,,"Overgrown",33.49828674,-117.65367681
"294","Dana Point","Verified",1,"L01-728-6",0,2023-05-15,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,,33.46971487,-117.68090029
"295","Dana Point","Verified",1,"L01-728-6",0,2023-09-06,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Equal","Not present","Not present","Evidence of outfall cover recently painted (i.e rust and as removed hence photos don’t match previous inspection records)","Not Present (0 Items)",,,,,"None",33.46971487,-117.68090029
"296","San Clemente","Verified",1,"SC12-068-2",0.008401,2023-08-02,"Small Fraction (<10%)","Flowing","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,3299,,,"20% Or More Above Average Discharge","Not present","Not present","Flow is infiltrating into the sand, flow too low to test for flow rate","Not Present (0 Items)",,,,,"None",33.42061031,-117.62101641
"297","San Clemente","Verified",1,"SC12-068-2",0.008401,2023-05-25,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present","pipe is half full with rocks/stones from beach","Not Present (0 Items)",,,,,"Sediment",33.42061031,-117.62101641
"298","San Clemente","Verified",1,"M01-047-1",0.325881,2023-09-14,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",65,8475,0.353571,0.141,"Above Average Discharge","Not present","Not present","6 liters in 1.5 sec.  .14 cfs","Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.44252141,-117.64195008
"299","San Clemente","Verified",1,"M01-047-1",0.325881,2023-06-15,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",65,7983,0.36,,"Above Average Discharge","Not present","Not present","0.2 handheld discharge; left: 0.05, center:0.18, right:0.28","Moderate (11-50 Items)","Within area surrounding outfall","Yes",,,"Graffiti",33.44252141,-117.64195008
"300","Orange Co","Verified",1,"M01-003-2",0,2023-09-14,,"Dry","Unknown",,,"Not A Priority",,,,,"Equal","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"Sediment",33.48939277,-117.61378945
"301","Mission Viejo","Verified",1,"L04-672-1",0.213365,2023-07-11,,"Flowing","Yes","Undetermined","None","Priority",64,4042,0.16,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall","Yes",,,"None",33.612238,-117.680662
"302","Mission Viejo","Verified",1,"L04-672-1",0.213365,2023-08-01,,"Flowing","Yes","Undetermined","Other - see comments","Priority",64,2731,0.185965,,"Below Average Discharge","Not present","Not present","Leaf litter. Turb:39.2 at time of sample collection. Turb:5.81 approx 10 minutes after collection","Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.612238,-117.680662
"303","Mission Viejo","Verified",1,"L04-672-1",0.213365,2023-07-25,,"Flowing","Yes","Undetermined","None","Priority",64,,0.277778,0.115,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.612238,-117.680662
"304","Mission Viejo","Verified",1,"L04-672-1",0.213365,2023-08-08,,"Flowing","Yes","Undetermined","None","Priority",64,2443,0.121558,0.109,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.612238,-117.680662
"305","Mission Viejo","Verified",1,"L04-672-1",0.213365,2023-05-18,"Major Fraction (>50%)","Flowing","Yes","Direct Connection",,"Priority",64,5355,0.384,0.118,"Below Average Discharge","Not present","Not present","Turb is 2.15.  Grass clippings as ms4 daylights","Sparse (<10 Items)","Within area surrounding outfall","Yes",,,,33.612238,-117.680662
"306","Mission Viejo","Verified",1,"L04-702-4",0,2023-06-28,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present",,,,,,,,33.58274692,-117.67339355
"307","Mission Viejo","Verified",1,"L04-702-4",0,2023-09-26,"Small Fraction (<10%)","Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.58274692,-117.67339355
"308","Rancho Santa Margarita","Verified",1,"L02-641-2",0.339039,2023-07-18,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","Trash","Priority",71,1456,0.266197,0.129,"20% Or More Above Average Discharge","Brown ""tea"" tint","Yellow tint",,"Abundant (>50 Items)","Within area surrounding outfall","Yes",,,"Graffiti",33.6311147,-117.59485292
"309","Rancho Santa Margarita","Verified",1,"L02-641-2",0.339039,2023-07-11,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",71,1431,0.097166,0.046,"20% Or More Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Abundant (>50 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6311147,-117.59485292
"310","Rancho Santa Margarita","Verified",1,"L02-641-2",0.339039,2023-07-25,,"Flowing","Yes","Undetermined","None","Priority",71,1738,0.185238,0.108,"20% Or More Above Average Discharge","Not present","Not present","Graffiti","Abundant (>50 Items)","Within area surrounding outfall","Yes",,,"None",33.6311147,-117.59485292
"311","Rancho Santa Margarita","Verified",1,"L02-641-2",0.339039,2023-08-08,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",71,,0.6,0.052,"20% Or More Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Abundant (>50 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6311147,-117.59485292
"312","Rancho Santa Margarita","Verified",1,"L02-641-2",0.339039,2023-06-22,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Priority",71,2526,0.119397,0.025,"20% Or More Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Moderate (11-50 Items)","In flow path of outfall","Yes",,,"Graffiti",33.6311147,-117.59485292
"313","Rancho Santa Margarita","Verified",1,"L02-641-2",0.339039,2023-08-01,,"Flowing","Yes","Undetermined","None","Priority",71,1530,0.125207,0.062,"20% Or More Above Average Discharge","Not present","Not present",,"Abundant (>50 Items)","In flow path of outfall","Yes",,,"None",33.6311147,-117.59485292
"314","Dana Point","Verified",1,"SC10-075-3 (M00S01)",0.36,2023-08-03,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,,,1341,,,"Equal","Not present","Not present","Unable to quantify flow due to inaccessibility","Not Present (0 Items)",,,,,,33.45041126,-117.65966764
"315","Dana Point","Verified",1,"SC10-075-3 (M00S01)",0.36,2023-05-25,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,,,6968,,0.012,"Equal","Not present","Not present","128 oz in 11.2 seconds","Sparse (<10 Items)","Within area surrounding outfall",,,,,33.45041126,-117.65966764
"316","Rancho Santa Margarita","Verified",1,"L01-223-1 (L08TBN1)",0.053353,2023-06-22,,"Flowing","Yes",,"None","Priority",52,2623,0.14944,0.035,"Below Average Discharge","Not present","Not present","Sand and tadpoles","Sparse (<10 Items)","Within area surrounding outfall",,,,"Sediment",33.62071568,-117.56462552
"317","Rancho Santa Margarita","Verified",1,"L01-223-1 (L08TBN1)",0.053353,2023-09-13,,"Flowing","Yes","Undetermined",,"Priority",52,2993,0.0084,0,"Below Average Discharge","Clear","Clear","Large branches, fish","Sparse (<10 Items)","In flow path of outfall",,,,"Sediment",33.62071568,-117.56462552
"318","Orange Co","Verified",1,"L01-517-7",0.001777,2023-08-14,,"Dry","Unknown",,"None",,,,,,"Below Average Discharge","Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.52425393,-117.61954366
"319","Orange Co","Verified",1,"L01-517-7",0.001777,2023-05-30,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None",,,,,,"Below Average Discharge","Not present","Not present","outfall is dry and fairly small. directly under overpass","Moderate (11-50 Items)","Within area surrounding outfall",,,,"Graffiti",33.52425393,-117.61954366
"320","Mission Viejo","Verified",1,"L04-266-1",0.00225,2023-09-26,"Small Fraction (<10%)","Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,,,,"Equal","Clear","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall",,,,,33.60525713,-117.6723963
"321","Mission Viejo","Verified",1,"L04-266-1",0.00225,2023-06-28,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection","None","Not A Priority",,1985,0.00225,,"Equal","Not present","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall",,,,"None",33.60525713,-117.6723963
"322","Lake Forest","Verified",1,"J01-9782-1 (J01TBN3)",0.00112,2023-05-16,,"Other - See Comments","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"20% Or More Above Average Discharge","Brown ""tea"" tint","Not present","Wet but not flowing","Not Present (0 Items)",,,,,"None",33.63275609,-117.6769216
"323","Lake Forest","Verified",1,"J01-9782-1 (J01TBN3)",0.00112,2023-09-26,,"Pooled or Ponded","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"Overgrown",33.63275609,-117.6769216
"324","Lake Forest","Verified",1,"J01-9785-1",0.005869,2023-09-26,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Not A Priority",,1228,0.004704,0.002,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,,33.61716175,-117.69366498
"325","Lake Forest","Verified",1,"J01-9785-1",0.005869,2023-07-17,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Not A Priority",,1220,,,"Below Average Discharge","Not present","Not present","Flow is too minimal to measure flow velocity. Outfall is inaccessible due to metal bars.","Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.61716175,-117.69366498
"326","Mission Viejo","Verified",1,"L03-241-3",0.329327,2023-09-26,,"Flowing","Yes",,"Surfactants","Not A Priority",,2520,0.385116,0.141,"Below Average Discharge","Not present","Not present","Volumetric flow: 4L/second; outfall damaged","Sparse (<10 Items)","In flow path of outfall",,,,"Damaged",33.60617913,-117.64790658
"327","Mission Viejo","Verified",1,"L03-241-3",0.329327,2023-09-28,"Major Fraction (>50%)","Flowing","Yes","Direct Connection",,"Not A Priority",,3174,0.1848,,"Below Average Discharge","Not present","Yellow tint","Lrc .12 .13 .18;  6 3 6; 2 sec app 3.5 liter, 90%","Not Present (0 Items)",,,,,,33.60617913,-117.64790658
"328","San Clemente","Verified",1,"SC12-068-4",0.0089,2023-08-02,,"Dry","Unknown",,,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Not Present (0 Items)",,,,,,33.41953035,-117.62020192
"329","San Clemente","Verified",1,"SC12-068-4",0.0089,2023-05-24,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Below Average Discharge","Not present","Not present","graffiti within path and surrounding outfall. abundant rocks in the mouth of outfall, but we can see further into the outfall there are not rocks.","Sparse (<10 Items)","Within area surrounding outfall",,,,"Graffiti",33.41953035,-117.62020192
"330","San Clemente","Verified",1,"M00.1-071-2 (M00S04)",0.072122,2023-05-24,,"Flowing","Unknown","Undetermined",,"Not A Priority",,9000,,,"Below Average Discharge","Not present","Not present","Pipe clogged water flowing around outside of pipe","Sparse (<10 Items)","In flow path of outfall",,,,"Other - See Comments",33.40925249,-117.60863786
"331","San Clemente","Verified",1,"M00.1-071-2 (M00S04)",0.072122,2023-08-03,,"Pooled or Ponded","Unknown","Undetermined","Oil sheen","Not A Priority",,14100,,,"Below Average Discharge","Not present","Not present","Pipe clogged, slight flow outside of outfall","Abundant (>50 Items)","In flow path of outfall",,,,"Clogged",33.40925249,-117.60863786
"332","Rancho Santa Margarita","Verified",1,"L02-640-1 (L11P02)",0.163333,2023-08-10,,"Other - See Comments","Unknown",,,"Not A Priority",,,,,"20% Or More Above Average Discharge",,,"Unable to safely access outfall; trekked down very steep overgrown path with loose sediment until reaching thick vegetation chest high with indications of a steep slope drop off of ~10ft. Too dangerous. Photos show red circles with field staff for reference.",,,,,,"Overgrown",33.61878658,-117.60923769
"333","Rancho Santa Margarita","Verified",1,"L02-640-1 (L11P02)",0.163333,2023-06-13,"Minor Fraction (10 - 50%)","Flowing","Unknown","Direct Connection","None","Not A Priority",,1062,,,"20% Or More Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint","eroded downstream or main outfall. vegetation extremely overgrown and dangerous to access.","Moderate (11-50 Items)","In flow path of outfall",,,,"Overgrown",33.61878658,-117.60923769
"334","Lake Forest","Verified",1,"J01-9275-2",0.0018,2023-07-27,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present","Ponded at discharge point near bike path","Moderate (11-50 Items)","In flow path of outfall",,,,,33.65086633,-117.66064651
"335","Lake Forest","Verified",1,"J01-9275-2",0.0018,2023-08-29,,"Flowing","Unknown","None - Flow Infiltrates or Outfall is Dry","Elevated discharge","Not A Priority",,1278,0.0216,,"20% Or More Above Average Discharge","Not present","Not present","Bright orange water. 1.5 l in 5 sec","Moderate (11-50 Items)","In flow path of outfall",,,,,33.65086633,-117.66064651
"336","Laguna Niguel","Verified",1,"J01-9005-3",0.303774,2023-06-29,,"Pooled or Ponded","Yes",,,"Priority",52,,,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"None",33.5461744,-117.70304417
"337","Laguna Niguel","Verified",1,"J01-9005-3",0.303774,2023-08-28,,"Flowing","Yes","Partial - Significant Distance","Surfactants","Priority",52,2130,,,"20% Or More Above Average Discharge","Not present","Not present","Flowing however too low to take flow measurement; unclear where source of flow is coming from - can hear water being discharged deep within the channel - also clear evidence of flow discharging from SE direction from outside outfall - seems like potential leak/crack in outfall structure but unclear.","Moderate (11-50 Items)","In flow path of outfall",,,,"None",33.5461744,-117.70304417
"338","Laguna Niguel","Verified",1,"J03-9234-8",0.344732,2023-06-28,"Minor Fraction (10 - 50%)","Flowing","Yes","Undetermined","Surfactants",,,5300,0.872727,,"Below Average Discharge","Not present","Clear","Flowing into pipe/inlet: meter:5.7 ft/sec-Surfactant flowing in right side-photos Pipe cracks. Groundwater intrusion. Note conductivity","Not Present (0 Items)",,,,,"Overgrown",33.51992,-117.715433
"339","Laguna Niguel","Verified",1,"J03-9234-8",0.344732,2023-08-30,,"Flowing","Yes",,"None",,,2202,0.075506,,"Below Average Discharge","Not present","Not present","Temperature 25C. Outcall under construction. New concrete applied and form boards in place to expand new concrete. Backfill occurring, See pictures.","Not Present (0 Items)",,,,,,33.51992,-117.715433
