Facility Identifier,Accessibility,GlobalID,Area (Acres),LOCDESC,SIZE1,LASTUPDATE,LASTEDITOR,SIZE2,SIZE3,CatchID,DrainID,INSPECTED,FACTYPE,JURISDICTI,MANAGEMENT,PRIORITY,FLOWMONITSTATUS,FLOWMONITDEPLOY,FLOWMONITRETURN,NEXTINSPECTION,POINT_X,POINT_Y,PERSISTENTFLOW,FACILITYID,SURVEYLINK,ACCESSIBILITY,FLOWMEASCOUNT,LASTDISCHARGE,LASTDISCHARGETREND,AVGFLOWWIDTH,AVGFLOWDEPTH,AVGFLOWVEL,AVGDISCHARGE,MAXDISCHARGE,MINDISCHARGE,PRIORITIZATIONSCORE2022,SAMPLECHWSRSDRY,SAMPLECHWSRSWET,SAMPLEDRY,SAMPLEWET,OCFSLOCATION
LC05-11017-2,Easily accessible,{552A1115-2EB7-48DD-A375-4E5A6EF6FC79},NA,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11017,LC05,1,0,LAGUNA BEACH,SOUTH,NA,NA,NA,NA,NA,-117.7602188,33.51543678,Yes,LC05-11017-2,NA,1,7,0.018103,Below Average Discharge,0.46,0.02514285,4.22285714,0.029091,0.135,0,NA,NA,NA,NA,NA,NA
LC06-11019-1,Easily accessible,{4234D10E-D9CC-4748-92EA-FECEEAEBE008},60.81426308,LB2,24,2022-10-04T00:37:42Z,OCENVRESUSER,NA,NA,11019,LC06,1,0,LAGUNA BEACH,SOUTH,1,NA,NA,NA,NA,-117.7894605,33.54303857,Yes,LC06-11019-1,NA,1,9,0.00265,Below Average Discharge,0.52222222,0.08111111,11.81777777,0.028496,0.12,0.002,NA,NA,NA,NA,NA,NA
LC06-11509-2,Difficult accessibility,{33142BAF-4557-481B-875A-E7A3CFFBFCB1},51.8633,Heisler Rockpile Beach,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,11509,LC06,1,0,LAGUNA BEACH,SOUTH,1,NA,NA,NA,NA,-117.790788,33.54345981,Yes,LC06-11509-2,NA,2,8,0.257143,20% Or More Above Average Discharge,0.39375,0.03375,4.0175,0.045629,0.257143,0.004,NA,NA,NA,NA,NA,NA
M00.1-070-4,Difficult accessibility,{A8C3A9D9-CAAA-442E-9D37-D220C50F2F69},137.0917445,San Clemente,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,70,M00.1,1,0,SAN CLEMENTE,SOUTH,1,3,2016-09-01T00:00:00Z,2016-09-27T00:00:00Z,NA,-117.6059611,33.41622631,Unknown,M00.1-070-4,NA,2,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M00.1-070-6,Difficult accessibility,{F5E329B4-B15E-41B2-BB87-FB07B06BBEE9},NA,SWGM-14199Added,44,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,70,M00.1,1,0,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.6058355,33.41592528,Unknown,M00.1-070-6,NA,2,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M00.1-071-2 (M00S04),Easily accessible,{8E421913-F6B8-41F6-B51D-B3916452A11D},416.859609,M00S04,72,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,71,M00.1,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6086379,33.40925249,Unknown,M00.1-071-2 (M00S04),NA,1,6,0,Below Average Discharge,0.85833333,0.04,14.96166666,0.072122,0.264,0,NA,NA,NA,NA,NA,NA
M00.1-071-3 (M00S04),Easily accessible,{564BA613-62BA-484C-8F8D-10DB77A3916D},101.0125991,M00S04,NA,2022-10-04T00:02:51Z,OCENVRESUSER,6,6,71,M00.1,1,1,SAN CLEMENTE,SOUTH,1,3,2016-09-01T07:00:00Z,2016-09-27T07:00:00Z,NA,-117.6028265,33.41325504,Yes,M00.1-071-3 (M00S04),NA,1,8,0.005,Below Average Discharge,1.155,0.0575,8.7975,0.044229,0.138019,0.005,NA,NA,NA,NA,NA,NA
M00.2-066-1 (M00S07),Easily accessible,{5554CB30-DBF5-4F05-9145-3024520F5CD4},136.3371093,LINDAL (M00S07),48,2022-10-04T00:02:59Z,OCENVRESUSER,NA,NA,66,M00.2,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6230591,33.42317767,Yes,M00.2-066-1 (M00S07),NA,1,12,0.026526,20% Or More Above Average Discharge,0.58458333,0.01863636,5.29416666,0.014319,0.048,0,NA,NA,NA,NA,NA,NA
M01-002-1,Easily accessible,{679DFBBB-2924-4905-B255-E3AE881E92C0},NA,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,1,M03,1,2,ORANGE CO,SOUTH,1,NA,NA,NA,NA,-117.6128346,33.49159297,Unknown,M01-002-1,NA,1,9,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M01-003-1,Easily accessible,{649FA5A0-48F1-45DF-8D90-EA1BFFE30875},NA,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,3,M01,1,0,ORANGE CO,SOUTH,1,NA,NA,NA,NA,-117.613444,33.48892946,Unknown,M01-003-1,NA,1,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M01-003-2,Easily accessible,{96C849C0-B2F8-43B8-B2D5-8C4C360E9B0B},NA,Headwaters of M01,84,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,3,M01,1,0,ORANGE CO,SOUTH,1,NA,NA,NA,NA,-117.6137895,33.48939277,Unknown,M01-003-2,NA,1,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M01-008-1,Easily accessible,{B4C2DE98-2903-4237-914D-570020690CEC},NA,"Diamante - entrance to MS4.  By definition, not an outfall",NA,2023-01-31T20:38:23Z,OCPWPublisher,NA,NA,8,M01,1,1,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.627728,33.477835,Unknown,M01-008-1,NA,1,4,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M01-038-3,Easily accessible,{0DF4331E-C350-41BF-969E-1D66F2881789},NA,Calle Nuevo,90,2022-07-26T19:20:21Z,OCPWPublisher,NA,NA,38,M01,1,0,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.6392615,33.46498894,Yes,M01-038-3,NA,1,4,0.0192,20% Or More Above Average Discharge,0.275,0.01025,31.625,0.005304,0.0192,1.80E-05,NA,NA,NA,NA,NA,NA
M01-038-6,Easily accessible,{AB60FC8E-0055-439B-B787-2F2FED23807A},NA,Calle Nuevo,48,2023-07-14T17:58:06Z,OCENVRESUSER,NA,NA,38,M01,1,0,SAN CLEMENTE,SOUTH,2,NA,NA,NA,NA,-117.6392989,33.46494853,Unknown,M01-038-6,NA,1,6,0.008,Below Average Discharge,0.515,0.05833333,24.55666666,0.013791,0.033,0.001667,48,NA,NA,NA,NA,NA
M01-042-1 (M01S01),Easily accessible,{D81C1D29-E0B6-4468-A3DA-A14172F34DD5},195.6516266,M01S01 - Calle de los Arboles below Camino Vera Cruz,36,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,42,M01,1,0,SAN CLEMENTE,SOUTH,2,3,2016-07-19T07:00:00Z,2016-08-02T07:00:00Z,NA,-117.6234442,33.45444672,Yes,M01-042-1 (M01S01),NA,1,17,0.003246,Below Average Discharge,0.8617647,0.01441176,7.15058823,0.013196,0.090361,0.0016,54,NA,NA,1,NA,1
M01-047-1,Easily accessible,{986D4C77-948D-4582-A23D-BF24985A8B51},719.3813187,Cascadita storm channel (SC1-2),NA,2022-10-05T20:57:52Z,OCENVRESUSER,7,8,47,M01,1,1,SAN CLEMENTE,SOUTH,2,2,2017-08-22T18:56:13Z,NA,NA,-117.6419501,33.44252141,Yes,M01-047-1,NA,1,9,0.353571,Above Average Discharge,2.33333333,0.10877777,5.04444444,0.325881,0.857143,0.075429,65,NA,NA,1,NA,NA
M01-050-4 (M01@CGV),Easily accessible,{0B20DCA2-E5EF-49F5-AEA0-7EF86C614A49},105.0882966,M01@CGV,48,2022-10-05T21:12:21Z,OCENVRESUSER,NA,NA,50,M01,1,0,SAN CLEMENTE,SOUTH,2,3,2016-07-19T07:00:00Z,2016-08-02T07:00:00Z,NA,-117.6441503,33.44580832,Yes,M01-050-4 (M01@CGV),NA,1,20,0.166667,20% Or More Above Average Discharge,0.74225,0.06625,5.1135,0.062131,0.39,0.013125,62,NA,NA,NA,NA,1
M01-050-7,Difficult accessibility,{C9AF768A-2A02-4DA5-A0A2-B1935AC72D2C},NA,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,50,M01,1,0,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.6437941,33.44303405,Unknown,M01-050-7,NA,2,2,8.00E-06,20% Or More Above Average Discharge,0.05,5.00E-05,4,4.00E-06,8.00E-06,0,NA,NA,NA,NA,NA,NA
M01-060-3,Difficult accessibility,{7E285DCF-C197-4473-A6A6-DE27863098BF},4545.77137,NA,NA,2022-05-19T15:43:40Z,OCENVRESUSER,20,12,50,M01,1,1,DANA POINT,SOUTH,1,NA,NA,NA,NA,-117.6450087,33.4412889,Unknown,M01-060-3,NA,2,6,1,20% Or More Above Average Discharge,2.66666666,0.12605,2.56116666,0.766255,1.165714,0.476809,NA,NA,NA,NA,NA,NA
M01-099-1,Easily accessible,{43A185DF-1F9A-4C1C-9F07-AA2BE1E7BCB9},NA,Avenida Vaquero North ,60,2022-10-04T00:38:30Z,OCENVRESUSER,NA,NA,99,M01,1,0,SAN CLEMENTE,SOUTH,2,NA,NA,NA,NA,-117.6422838,33.45679464,Yes,M01-099-1,NA,1,9,0.006469,Below Average Discharge,0.64444444,0.03833333,5.97222222,0.028528,0.072,0.001149,56,NA,NA,NA,NA,NA
M01-124-2,Easily accessible,{B4FCF9CC-A9DE-46B1-8099-5EE10514BE7E},NA,NA,36,2022-10-04T00:38:32Z,OCENVRESUSER,NA,NA,124,M01,1,0,SAN CLEMENTE,SOUTH,2,NA,NA,NA,NA,-117.6422063,33.45679407,Yes,M01-124-2,NA,1,8,0.006641,Below Average Discharge,0.54375,0.0427075,10.6425,0.017809,0.04,0.005333,48,NA,NA,NA,NA,NA
M01-124-4,Easily accessible,{FA68CCE1-A2A8-414F-8411-9E05511C841E},NA,NA,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,124,M01,1,0,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.6391214,33.46509434,Unknown,M01-124-4,NA,1,2,0.0012,20% Or More Above Average Discharge,0.25,0.01,25,6.00E-04,0.0012,0,NA,NA,NA,NA,NA,NA
M01-168-1d (M00P03),Difficult accessibility,{BCEA4CB4-4C65-4F42-B982-CE82FDFD0ABA},NA,Beach outfall,43,2022-10-04T23:21:43Z,OCENVRESUSER,NA,NA,168,M01,1,0,DANA POINT,SOUTH,NA,NA,NA,NA,NA,-117.6516285,33.44539958,Unknown,M01-168-1d (M00P03),NA,2,1,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M01-168-2d (M00P03),Difficult accessibility,{CD4DB632-4AF2-493B-8B3C-84DF4057B012},NA,Beach Outfall,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,168,M01,1,0,DANA POINT,SOUTH,NA,NA,NA,NA,NA,-117.650582,33.44456111,Unknown,M01-168-2d (M00P03),NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02-013-1,Difficult accessibility,{28818406-BBEA-4536-A70B-7DEA94341A5E},43.17862585,NA,44,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,13,M02,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.5975708,33.47448662,Yes,M02-013-1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M02-015-1,Easily accessible,{EE82778D-4874-4889-8E55-64DF8A4422C0},65.88798185,upstream of Talaga Golf Course,36,2022-10-04T23:34:07Z,OCENVRESUSER,NA,NA,15,M02,1,0,SAN CLEMENTE,SOUTH,1,3,2016-07-29T07:00:00Z,2016-08-15T07:00:00Z,NA,-117.5832457,33.47815722,Yes,M02-015-1,NA,1,10,0.002571,Below Average Discharge,0.506,0.019,4.5,0.020964,0.064,0.0024,NA,NA,NA,NA,NA,NA
M02-028-2 (M02P08),Easily accessible,{1707E0E9-430D-4B15-969A-02F4D7D52110},221.1682547,M02P08,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,28,M02,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.5817434,33.46680966,Yes,M02-028-2 (M02P08),NA,1,3,0.027,Below Average Discharge,0.8,0.03333333,4.33333333,0.040333,0.064,0.027,NA,NA,NA,NA,NA,NA
M02-032-1,Easily accessible,{2B10F0C1-0E21-4FE4-B6F6-8806D0E7CC45},130.8756051,Avenida la Pata and Avenida Pico,120,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,32,M02,1,0,SAN CLEMENTE,SOUTH,2,NA,NA,NA,NA,-117.6008317,33.45754739,Yes,M02-032-1,NA,1,17,0.211511,Below Average Discharge,1.90882352,0.07329411,3.61470588,0.245958,0.54,0.075,70,NA,NA,1,NA,NA
M02-052-2,Easily accessible,{43B4EE36-979D-4FA8-83C9-4BFA81FACC97},3106.394772,Daylight of M02,NA,2022-11-19T00:12:56Z,OCENVRESUSER,14,14,52,M02,1,1,SAN CLEMENTE,SOUTH,1,3,2016-07-15T07:00:00Z,2016-08-23T07:00:00Z,NA,-117.6098879,33.45120321,Yes,M02-052-2,NA,1,16,0.39,Below Average Discharge,2.24375,0.1758125,3.729375,0.686261,1.44,0.2255,NA,NA,NA,NA,NA,NA
M02-052-3,Easily accessible,{E7B21F39-AB19-4339-B5EA-533C4BDF4CF1},178.5046065,San Clemente,54,2022-10-04T00:41:33Z,OCENVRESUSER,NA,NA,52,M02,1,0,SAN CLEMENTE,SOUTH,2,3,2017-08-03T00:00:00Z,2017-11-16T00:00:00Z,NA,-117.6097932,33.45125039,Yes,M02-052-3,NA,1,8,0.028889,Below Average Discharge,1.1875,0.025,5.0875,0.100222,0.6,0.0045,48,NA,NA,NA,NA,NA
M02-052-4,Easily accessible,{3CDC86F8-F190-45F4-8430-F50DADFD797B},118.7183553,San Clemente,48,2022-10-04T00:41:42Z,OCENVRESUSER,NA,NA,52,M02,1,0,SAN CLEMENTE,SOUTH,2,3,2017-08-03T00:00:00Z,2017-11-16T00:00:00Z,NA,-117.6097226,33.45128562,Yes,M02-052-4,NA,1,8,0.013333,Below Average Discharge,0.93,0.07625,4.65625,0.041791,0.096,0.013333,47,NA,NA,NA,NA,NA
M02-061-4 (SCBS@M02),Easily accessible,{C461CAC3-1849-40E8-B3F7-D3281D347977},90.38163929,SCBS@M02,60,2022-10-04T00:41:53Z,OCENVRESUSER,NA,NA,61,M02,1,0,SAN CLEMENTE,SOUTH,2,NA,NA,NA,NA,-117.627257,33.43367715,Yes,M02-061-4 (SCBS@M02),NA,1,10,0.037667,20% Or More Above Average Discharge,0.5347,0.0252466,5.934,0.016817,0.037667,0.0018,45,NA,NA,NA,NA,NA
M02-061-5,Easily accessible,{CDF7BCAC-53C5-4BB5-A35D-E02581964FBA},3.75049186,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,61,M02,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6263976,33.43438104,Unknown,M02-061-5,NA,1,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
M02-061-6,Easily accessible,{4D37DA87-C486-40DA-A876-48258EA473E1},40.9633321,NA,36,2022-10-04T00:42:12Z,OCENVRESUSER,NA,NA,61,M02,1,0,SAN CLEMENTE,SOUTH,2,NA,NA,NA,NA,-117.6245973,33.43589655,Yes,M02-061-6,NA,1,8,0.008955,Below Average Discharge,0.45,0.006375,1.70875,0.010425,0.05,0,34,NA,NA,NA,NA,NA
M02-061-7,Difficult accessibility,{225C2BC1-A627-451E-AB2E-10DD6A27CC31},NA,Pump station/diversion - open channel M02,NA,2023-01-31T20:50:02Z,OCPWPublisher,NA,NA,61,M02,3,1,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.631307,33.433376,Yes,M02-061-7,NA,2,1,0.5,Equal,2.5,0.1,3,0.5,0.5,0.5,NA,NA,NA,NA,NA,NA
M02-085-1 (M02P06),Easily accessible,{646C237D-26C0-4619-ADE0-A6C6ECD59481},372.5970632,M02P06 - E Avenida Pico,48,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,85,M02,1,0,SAN CLEMENTE,SOUTH,2,3,2016-07-15T07:00:00Z,2016-07-29T07:00:00Z,NA,-117.5945829,33.4583462,Yes,M02-085-1 (M02P06),NA,1,18,0.178182,20% Or More Above Average Discharge,0.69388888,0.04138888,3.24333333,0.069651,0.225,0.012329,61,NA,NA,1,NA,NA
M02-085-2,Easily accessible,{1D128A62-EF51-4A28-936B-8E020EBC129D},199.8681456,E Avenida Pico,96,2022-10-05T20:57:52Z,OCENVRESUSER,NA,NA,85,M02,1,0,SAN CLEMENTE,SOUTH,2,3,2016-07-15T07:00:00Z,2016-07-29T07:00:00Z,NA,-117.59425,33.45804389,Yes,M02-085-2,NA,1,18,1.026518,20% Or More Above Average Discharge,1.54333333,0.08583333,3.86105555,0.263549,1.026518,0.042,33,NA,NA,1,NA,NA
M02-086-1,Easily accessible,{F86F746E-958B-4AF4-8B9D-F230E1352261},50.74833146,Cristianos Trail,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,86,M02,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.5999451,33.47727634,Unknown,M02-086-1,NA,1,5,0,Below Average Discharge,0.052,0.002,1.68,3.71E-04,0.001857,0,NA,NA,NA,NA,NA,NA
M02-102-1,Easily accessible,{C05A5DC6-D4EB-49A6-9228-7A922FA90F1E},4825.001183,PICO,NA,2022-05-19T15:43:40Z,OCENVRESUSER,25,11,102,M02,1,1,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6327248,33.43161834,Yes,M02-102-1,NA,1,1,0.044,Equal,1.1,0.02,3,0.044,0.044,0.044,NA,NA,NA,NA,NA,NA
M02-142-1,Easily accessible,{EC5901D7-35FC-4050-9794-9A9E94520BB5},NA,NA,36,2023-01-31T17:01:26Z,OCPWPublisher,NA,NA,142,M02,3,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6241175,33.43629495,Unknown,M02-142-1,NA,1,13,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC01-077-1,Difficult accessibility,{8214846F-F581-46C0-852B-22F6222E000C},48.74950277,Calle Ariana,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,77,SC01,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.5998754,33.39614784,Yes,SC01-077-1,NA,2,11,0.153,20% Or More Above Average Discharge,0.87181818,0.075,7.89818181,0.057989,0.198,0.007,NA,NA,NA,NA,NA,NA
SC01-077-2,Difficult accessibility,{F83925F7-70B4-4C25-8F17-86AD7D1BE492},NA,Calle Alicia - Cotton’s Point,84,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,77,SC01,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.5979348,33.39148096,Unknown,SC01-077-2,NA,2,5,0,Below Average Discharge,0.28,0.01,1.8,0.0075,0.024,0,NA,NA,NA,NA,NA,NA
SC02-072-1,Easily accessible,{8A0FEF34-0DE6-4AF1-B1AB-92EF23F35237},4.79491375,drains State Park; not a San Clemente outfall,42,2023-01-30T21:40:25Z,OCPWPublisher,NA,NA,72,SC02,3,2,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6029854,33.40068822,Unknown,SC02-072-1,NA,1,10,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC02-072-4,Difficult accessibility,{AFE85465-D874-46F9-8D88-24275FC65B8E},NA,SWGM-10716Added,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,72,SC02,1,0,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.60114,33.399938,Unknown,SC02-072-4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SC03-067-1,Easily accessible,{9F0C26C8-D63A-4809-AD72-C714A780C1C6},174.7123726,Califa,24,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,67,SC03,1,2,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6066121,33.40519078,Unknown,SC03-067-1,NA,1,11,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC05-073-1,Difficult accessibility,{665C8249-2626-4CF7-81EA-645A6B98A96D},124.4364959,La Ladera at Boca del Canon,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,73,SC05,1,2,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6138438,33.41311138,Unknown,SC05-073-1,NA,2,7,0,Below Average Discharge,0.30714285,0.01185714,3.85714285,0.006985,0.02,0,NA,NA,NA,NA,NA,NA
SC05-073-3,Difficult accessibility,{42902E2B-56C6-4060-A36D-AEA18B64156E},30.16696063,NA,36,2023-10-26T19:05:29Z,OCENVRESUSER,NA,NA,73,SC05,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6123872,33.41574234,Unknown,SC05-073-3,NA,2,8,0,Below Average Discharge,0.205,0.00585714,3.7875,0.003033,0.016,0,NA,NA,NA,NA,NA,NA
SC06-146-1 (M00P02),Easily accessible,{839E2352-454E-4F0A-8BF2-3ECBF7506A2F},26.41299244,Drains to M00P02,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,146,SC06,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6177796,33.41717441,Yes,SC06-146-1 (M00P02),NA,1,4,0.003651,20% Or More Above Average Discharge,0.6,0.00666666,11.1975,0.003017,0.0054,0,NA,NA,NA,NA,NA,NA
SC06-146-2 (M00P02),Easily accessible,{39F60971-71F5-4FB5-A552-55C3B268E8F1},325.8067606,M00P02,60,2022-10-04T00:42:30Z,OCENVRESUSER,NA,NA,146,SC06,1,0,SAN CLEMENTE,SOUTH,1,3,NA,NA,NA,-117.617891,33.41781803,Unknown,SC06-146-2 (M00P02),NA,1,11,0.042038,Below Average Discharge,1.27272727,0.06445454,7.68363636,0.055256,0.22,0.02,NA,NA,NA,NA,NA,NA
SC07-079-4,Easily accessible,{2469619B-A75B-4EF1-A5FC-DCC2D95A044B},1.06690053,NA,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,79,SC07,1,2,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6261187,33.4250565,Yes,SC07-079-4,NA,1,9,0.211144,20% Or More Above Average Discharge,0.75111111,0.01777777,4.82666666,0.029587,0.211144,0.003,NA,NA,NA,NA,NA,NA
SC07-079-5,Easily accessible,{03864DBD-D87D-474A-A6EE-7F78E41DD1AA},29.94605554,2 circular drains side by side ,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,79,SC07,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6252889,33.42428978,Unknown,SC07-079-5,NA,1,6,1.193182,20% Or More Above Average Discharge,0.76666666,0.04083333,5.42,0.201763,1.193182,0,NA,NA,NA,NA,NA,NA
SC09-081-2d,Difficult accessibility,{E9218AF6-1B54-445E-9A38-6540931E914C},NA,2 24” drains side by side at beach ,48,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,81,SC09,1,0,SAN CLEMENTE,SOUTH,NA,NA,NA,NA,NA,-117.6377863,33.43542826,Unknown,SC09-081-2d,NA,2,4,0.1008,20% Or More Above Average Discharge,0.75,0.06,3.84,0.075564,0.123457,0.012,NA,NA,NA,NA,NA,NA
SC10-075-1 (M00P05),Difficult accessibility,{A312578F-E3A9-4101-A4A6-AD6BB12708E1},83.2555747,M00P05,NA,2022-05-19T15:43:40Z,OCENVRESUSER,6,3,75,SC10,1,1,DANA POINT,SOUTH,1,NA,NA,NA,NA,-117.6649535,33.45357005,Yes,SC10-075-1 (M00P05),NA,2,6,0.006,Below Average Discharge,0.71833333,0.01666666,13.66666666,0.006323,0.017143,0.002,NA,NA,NA,NA,NA,NA
SC10-075-3 (M00S01),Difficult accessibility,{92FD4B23-81CC-4502-900C-CEB7FD1AB061},NA,Rectangular outfall - Estrella storm drain,NA,2022-10-04T23:21:39Z,OCENVRESUSER,8.5,3.5,75,SC10,1,1,DANA POINT,SOUTH,NA,NA,NA,NA,NA,-117.6596676,33.45041126,Yes,SC10-075-3 (M00S01),NA,2,1,0.36,Equal,6,0.05,5,0.36,0.36,0.36,NA,NA,NA,NA,NA,NA
SC11-026-1 (M00P01),Easily accessible,{7BC19F3E-F96A-4680-97D9-CFCD38CE4F28},305.3881188,M00P01,NA,2022-05-19T15:43:40Z,OCENVRESUSER,4,6,26,SC11,1,1,DANA POINT,SOUTH,1,NA,NA,NA,NA,-117.6664841,33.45392453,Unknown,SC11-026-1 (M00P01),NA,1,12,0.409639,20% Or More Above Average Discharge,2.09583333,0.03090909,4.58166666,0.092307,0.409639,0,NA,NA,NA,NA,NA,NA
SC11-035-1d,Easily accessible,{3B52E0AD-1DF2-44A3-B49D-8D34966FF565},NA,DSB-3,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,35,SC11,1,0,DANA POINT,SOUTH,1,NA,NA,NA,NA,-117.6756723,33.45964061,Unknown,SC11-035-1d,NA,1,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC11-035-2d,Easily accessible,{0E4D95D6-8AD7-457D-929B-ABD734ED7531},NA,DSB-2 outfall may be buried,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,35,SC11,1,0,DANA POINT,SOUTH,NA,NA,NA,NA,NA,-117.673995,33.45863064,Unknown,SC11-035-2d,NA,1,2,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC11-035-3d,Easily accessible,{BBC10ACC-C12B-4BF8-854C-F341793E1E96},NA,Capistrano Beach,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,35,SC11,1,0,DANA POINT,SOUTH,NA,NA,NA,NA,NA,-117.6711216,33.45703154,Unknown,SC11-035-3d,NA,1,3,0,Equal,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
SC11-130-2,Easily accessible,{DE0020F6-684A-482B-8896-B9B1BD8DEE8C},NA,36dheneyAdded,42,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,130,SC11,1,0,DANA POINT,SOUTH,NA,NA,NA,NA,NA,-117.669171,33.455718,Unknown,SC11-130-2,NA,1,5,0,Below Average Discharge,0.54,0.026,7.8,0.013885,0.03,0,NA,NA,NA,NA,NA,NA
SC12-068-2,Easily accessible,{98B44F39-2446-4B60-A2A7-E75C37BDE055},81.31475636,NA,36,2022-05-19T15:43:40Z,OCENVRESUSER,NA,NA,68,SC12,1,0,SAN CLEMENTE,SOUTH,1,NA,NA,NA,NA,-117.6210164,33.42061031,Unknown,SC12-068-2,NA,1,13,0.021,20% Or More Above Average Discharge,0.73461538,0.01961538,7.92923076,0.008401,0.024375,0,NA,NA,NA,NA,NA,NA
